full_text,tokenized_text
   tau gak kenapa email gabisa nerima mail padahal aku udh login ke outlook,"['tau', 'gak', 'email', 'gabisa', 'nerima', 'mail', 'udh', 'login', 'outlook']"
makasih udah mau nampung aku selama setahun,"['makasih', 'udah', 'nampung', 'setahun']"
email its bisa diganti gak  namanya,"['email', 'its', 'diganti', 'gak', 'namanya']"
tips menghadapi teguran dan roastingan dosen pembimbing  kayaknya harus siapin mental bgt,"['tips', 'menghadapi', 'teguran', 'roastingan', 'dosen', 'pembimbing', 'kayaknya', 'siapin', 'mental', 'bgt']"
,[]
 perpus kena pemadaman nggak  sekarang,"['perpus', 'kena', 'pemadaman', 'nggak']"
 kalo minta surat keterangan  lewat siakad itu lama  cepet ap mending minta tu depart,"['kalo', 'surat', 'keterangan', 'siakad', 'cepet', 'ap', 'mending', 'tu', 'depart']"
eh  perpus juga mati lampu kah,"['eh', 'perpus', 'mati', 'lampu', 'kah']"
  barangkali   tau,"['barangkali', 'tau']"
warung kane muka ,"['warung', 'kane', 'muka']"
ditunggu jj nya para maba request lah pake lagu minum susu beracunku  di krishna,"['ditunggu', 'jj', 'nya', 'maba', 'request', 'pake', 'lagu', 'minum', 'susu', 'beracunku', 'krishna']"
  punya mobil dan membuka jasa kursus   terutama mobil manual dan cewek fee didiskusikan,"['mobil', 'membuka', 'jasa', 'kursus', 'mobil', 'manual', 'cewek', 'fee', 'didiskusikan']"
minggu is real,"['minggu', 'is', 'real']"
  tinggal di apartemen puker ngga  kalo  berapa perbulan dan udah dapet fasilitas ,"['tinggal', 'apartemen', 'puker', 'ngga', 'kalo', 'perbulan', 'udah', 'dapet', 'fasilitas']"
izin up ini kali   tertarik,"['izin', 'up', 'kali', 'tertarik']"
   kos disini  mau tanyatanya makasii,"['kos', 'tanyatanya', 'makasii']"
sains data dan inovasi digital join the gang,"['sains', 'data', 'inovasi', 'digital', 'join', 'the', 'gang']"
guys doain aku  kayanya bakal ditegur habishabisan deh soalnya kayanya bapaknya udah kesel banget liat aku lola dan lelet jadi mahasiswa,"['guys', 'doain', 'kayanya', 'ditegur', 'habishabisan', 'deh', 'kayanya', 'bapaknya', 'udah', 'kesel', 'banget', 'liat', 'lola', 'lelet', 'mahasiswa']"
  kosnya di deket kampus unair b   disana kalo malem sepi ,"['kosnya', 'deket', 'kampus', 'unair', 'b', 'disana', 'kalo', 'malem', 'sepi']"
hari ini  pemadaman,['pemadaman']
  kos disini  ,['kos']
 kakakkakak mau nanya ,"['kakakkakak', 'nanya']"
kalo mau ke kampus,"['kalo', 'kampus']"
info kos cowok daerah perumdos,"['info', 'kos', 'cowok', 'daerah', 'perumdos']"
  tes djarum online,"['tes', 'djarum', 'online']"
info joki lumion budget under  ,"['info', 'joki', 'lumion', 'budget', 'under']"
maba silakan sambat,"['maba', 'silakan', 'sambat']"
info kos cewek daerah keputih   jendela keluarnya dums,"['info', 'kos', 'cewek', 'daerah', 'keputih', 'jendela', 'keluarnya', 'dums']"
info warnet sekitar its   pagi udah buka,"['info', 'warnet', 'its', 'pagi', 'udah', 'buka']"
sedih banget pengen cepet lulus dari lingkungan ini,"['sedih', 'banget', 'pengen', 'cepet', 'lulus', 'lingkungan']"
,[]
sender juga blm cerita kesiapa siapa,"['sender', 'blm', 'cerita', 'kesiapa']"
please yakinin sender bahwa perkuliahan kedepan walau sulit masih bisa dijalanin asal punya niat walau setipis tissue,"['please', 'yakinin', 'sender', 'perkuliahan', 'kedepan', 'sulit', 'dijalanin', 'niat', 'setipis', 'tissue']"
info kos  keputih sekitar an udah include listrik n air    kalo bisa deket warung  jual makanan makasi,"['info', 'kos', 'keputih', 'an', 'udah', 'include', 'listrik', 'n', 'air', 'kalo', 'deket', 'warung', 'jual', 'makanan', 'makasi']"
congratzz and welcome maba arsitektur silakan hubungi nomor tertera dan follow sosmed himasthapati untuk info lebih lanjut,"['congratzz', 'and', 'welcome', 'maba', 'arsitektur', 'silakan', 'hubungi', 'nomor', 'tertera', 'follow', 'sosmed', 'himasthapati', 'info']"
kakak kakak info kost perumdos dongg pls sender mau pindah kost,"['kakak', 'kakak', 'info', 'kost', 'perumdos', 'dongg', 'pls', 'sender', 'pindah', 'kost']"
info kos cewek perumdos  masih kosong ,"['info', 'kos', 'cewek', 'perumdos', 'kosong']"
info partner party malem inibesok malem camdenhelensapapun gasss,"['info', 'partner', 'party', 'malem', 'inibesok', 'malem', 'camdenhelensapapun', 'gasss']"
ingfo beli ipad di  selain di apple storee trimsss,"['ingfo', 'beli', 'ipad', 'apple', 'storee', 'trimsss']"
  pernah ke kayoon  bukanya sampe jam berapa,"['kayoon', 'bukanya', 'sampe', 'jam']"
welcome buat maba teknik industri info berikutnya bisa dilihat dibawah ini ,"['welcome', 'maba', 'teknik', 'industri', 'info', 'dibawah']"
indeks tu biasanya keluar h berapa minggu  soalnya dosenku nyuruh sampe indeks keluar dulu baru mudik,"['indeks', 'tu', 'h', 'minggu', 'dosenku', 'nyuruh', 'sampe', 'indeks', 'mudik']"
minta info kos cowok   deket ke its mulyosgebangkeputih,"['info', 'kos', 'cowok', 'deket', 'its', 'mulyosgebangkeputih']"
welcome maba teknik transportasi laut ftk untuk para mahasiswa baru snbt,"['welcome', 'maba', 'teknik', 'transportasi', 'laut', 'ftk', 'mahasiswa', 'snbt']"
  buka jasa power bi tidak ,"['buka', 'jasa', 'power', 'bi']"
wah shell ke,['shell']
welcome to marine engineering ftk untuk para mahasiswa baru snbt,"['welcome', 'to', 'marine', 'engineering', 'ftk', 'mahasiswa', 'snbt']"
congrats guys selamat nguli di tc semoga kalian selalu kuat ngoding yaaaa semangattt,"['congrats', 'guys', 'selamat', 'nguli', 'tc', 'semoga', 'kuat', 'ngoding', 'yaaaa', 'semangattt']"
siapa  masih kuliah di minggu gweh,"['kuliah', 'minggu', 'gweh']"
info ngantemi orang  selalu lupa bayar utang ,"['info', 'ngantemi', 'orang', 'lupa', 'bayar', 'utang']"
,[]
nav mulyosari buka kapan   tutup permanen,"['nav', 'mulyosari', 'buka', 'tutup', 'permanen']"
selamat datang maba geomatika mari mengorenkan its,"['selamat', 'maba', 'geomatika', 'mari', 'mengorenkan', 'its']"
selamat datang di kampus  s nya stress,"['selamat', 'kampus', 's', 'nya', 'stress']"
tiket kereta go show  madiun berapa ,"['tiket', 'kereta', 'go', 'show', 'madiun']"
otw tahun terakhir di tapi pkm belom,"['otw', 'pkm', 'belom']"
  untuk keperluan gambar digital beli ipad  gb worth it gak atau harus  gb aku butuh sarann jangan saran beli tab samsung yaa terima kasih,"['keperluan', 'gambar', 'digital', 'beli', 'ipad', 'gb', 'worth', 'it', 'gak', 'gb', 'butuh', 'sarann', 'saran', 'beli', 'tab', 'samsung', 'yaa', 'terima', 'kasih']"
met datang maba teknologi informasi,"['met', 'maba', 'teknologi', 'informasi']"
ihiy welcome manteman pmk jangan lupa isi form dan ajak temen temen  lain yaw biar bisa join grup,"['ihiy', 'welcome', 'manteman', 'pmk', 'lupa', 'isi', 'form', 'ajak', 'temen', 'temen', 'yaw', 'biar', 'join', 'grup']"
info ,['info']
seng ngerasa ,"['seng', 'ngerasa']"
mcd mulyos tu  wifinya gak ,"['mcd', 'mulyos', 'tu', 'wifinya', 'gak']"
selamat datang rupawan maba dkv its,"['selamat', 'rupawan', 'maba', 'dkv', 'its']"
   tauu  gimana caranya biar di foto  gps map nyaa kaya di gambar ini,"['tauu', 'gimana', 'biar', 'foto', 'gps', 'map', 'nyaa', 'kaya', 'gambar']"
selamat datang di departemen paling santai seantero semoga betah,"['selamat', 'departemen', 'santai', 'seantero', 'semoga', 'betah']"
selamat datang maba seatrans,"['selamat', 'maba', 'seatrans']"
selamat datang adik adik maba smoga  dftar d teknik sipil  kaget kl kampusnya di manyar yaa hehe,"['selamat', 'adik', 'adik', 'maba', 'smoga', 'dftar', 'd', 'teknik', 'sipil', 'kaget', 'kl', 'kampusnya', 'manyar', 'yaa', 'hehe']"
wihii congrets gaiss,"['wihii', 'congrets', 'gaiss']"
selamaat datang di kampus ibu  luhur maba maba maniezzzz,"['selamaat', 'kampus', 'luhur', 'maba', 'maba', 'maniezzzz']"
gais hati kalo mau lewat geomat,"['gais', 'hati', 'kalo', 'geomat']"
staff ipits tuh  oprecnya gak ,"['staff', 'ipits', 'tuh', 'oprecnya', 'gak']"
yukk ditunggu proof birunyaa,"['yukk', 'ditunggu', 'proof', 'birunyaa']"
selamat datanggg maba jalur utbk,"['selamat', 'datanggg', 'maba', 'jalur', 'utbk']"
selamat buat maba cie  gelar mabanya uda abis angkatan,"['selamat', 'maba', 'cie', 'gelar', 'mabanya', 'uda', 'abis', 'angkatan']"
siapa  dapet ijo atau biru,"['dapet', 'ijo', 'biru']"
pelan pelan dek maba masyaallah skor nabi adam,"['pelan', 'pelan', 'dek', 'maba', 'masyaallah', 'skor', 'nabi', 'adam']"
temen mungkin   paham phyton buat statistics tools khususnya function di smooth svm aku mau minta tolong buat benerin syntax aku dan mungkin   bersedia buat paid work terima kasih ,"['temen', 'paham', 'phyton', 'statistics', 'tools', 'function', 'smooth', 'svm', 'tolong', 'benerin', 'syntax', 'bersedia', 'paid', 'work', 'terima', 'kasih']"
selamat sore temen temen maba  udah lolos masuk ke teknik sipil its jalur snbt,"['selamat', 'sore', 'temen', 'temen', 'maba', 'udah', 'lolos', 'masuk', 'teknik', 'sipil', 'its', 'jalur', 'snbt']"
misi   mau party  tgl di velvet sender  prefer ,"['misi', 'party', 'tgl', 'velvet', 'sender', 'prefer']"
selamat  masuk kampus peminat terbanyak tapi tiba tiba reratanya tertinggi ke,"['selamat', 'masuk', 'kampus', 'peminat', 'reratanya', 'tertinggi']"
udah taun ternyata sender di kampus ini,"['udah', 'taun', 'sender', 'kampus']"
kamu keren bangett its banggaa,"['keren', 'bangett', 'its', 'banggaa']"
 kalo dari halte its ke tp naik bus  dan rutenya gimana,"['kalo', 'halte', 'its', 'tp', 'bus', 'rutenya', 'gimana']"
   balik juga kah liburan ini,"['kah', 'liburan']"
tolong info kos  buat bulan juliagustus   garasi mobilnya,"['tolong', 'info', 'kos', 'juliagustus', 'garasi', 'mobilnya']"
haloo  kalian  tes online djarum udah pada dapet pengumuman belom,"['haloo', 'tes', 'online', 'djarum', 'udah', 'dapet', 'pengumuman', 'belom']"
wdyt sm   waktu st date bayarnya sendiri dan sampe date ke nya ttp bayar sendiri,"['wdyt', 'sm', 'st', 'date', 'bayarnya', 'sampe', 'date', 'nya', 'ttp', 'bayar']"
kopi di perpus hari ini buka gak,"['kopi', 'perpus', 'buka', 'gak']"
assalamualaikum info kehilangan dompet hilang disekitar mulyos bunderan its gebang ktp,"['assalamualaikum', 'info', 'kehilangan', 'dompet', 'hilang', 'disekitar', 'mulyos', 'bunderan', 'its', 'gebang', 'ktp']"
  open po donat bahagia gaa,"['open', 'po', 'donat', 'bahagia', 'gaa']"
 info kost di gebang sekitar k dongg,"['info', 'kost', 'gebang', 'k', 'dongg']"
selamat hari selasa ,"['selamat', 'selasa']"
izin sebar lagi gais,"['izin', 'sebar', 'gais']"
info kos  daerah perumdos,"['info', 'kos', 'daerah', 'perumdos']"
emang boleh segampang itu cinlok di ormawa,"['emang', 'segampang', 'cinlok', 'ormawa']"
info barengan tgl ke dyandra convention eventnya ust hanan attaki,"['info', 'barengan', 'tgl', 'dyandra', 'convention', 'eventnya', 'ust', 'hanan', 'attaki']"
info tempat  jual papan dada led di  ,"['info', 'jual', 'papan', 'dada', 'led']"
mau ikut tapi tutorial dulu ke camden sama helen gimanasih,"['tutorial', 'camden', 'helen', 'gimanasih']"
ttp tersenyum walau dosen baru ngasi tugas eas,"['ttp', 'tersenyum', 'dosen', 'ngasi', 'tugas', 'eas']"
we all need someone to stay,"['we', 'all', 'need', 'someone', 'to', 'stay']"
   pernah minta susulan  ato tips biar dibolehin  sender gaikutan eas di matkul ngulang masa ngulang lagi ,"['susulan', 'ato', 'tips', 'biar', 'dibolehin', 'sender', 'gaikutan', 'eas', 'matkul', 'ngulang', 'ngulang']"
  ingfo fisika sama pak gontjang kalo ngasih nilai aman gak ,"['ingfo', 'fisika', 'gontjang', 'kalo', 'ngasih', 'nilai', 'aman', 'gak']"
jika ketulusanku kau anggap bercanda,"['ketulusanku', 'kau', 'anggap', 'bercanda']"
review  pernah makan sushi yay ,"['review', 'makan', 'sushi', 'yay']"
   akun mbkm nya gini juga ngga mau upload cv ulang ko gabisa ,"['akun', 'mbkm', 'nya', 'gini', 'ngga', 'upload', 'cv', 'ulang', 'ko', 'gabisa']"
halo semuanya bagi kalian mahasiswai ataupun alumni punya gagasaninovasi untuk mewujudkan kota ramah besepeda atau bahkan pedestrian di  yukk daftar dan registrasi diri kalian ke lokakarya ini ,"['halo', 'mahasiswai', 'alumni', 'gagasaninovasi', 'mewujudkan', 'kota', 'ramah', 'besepeda', 'pedestrian', 'yukk', 'daftar', 'registrasi', 'lokakarya']"
 mau nanya  di medcen bisa bikin surat laporan kyk berat badan sama tinggi badan gitu ngga terima kaciii,"['nanya', 'medcen', 'bikin', 'surat', 'laporan', 'kyk', 'berat', 'badan', 'badan', 'gitu', 'ngga', 'terima', 'kaciii']"
minggu tapi masih hectic,"['minggu', 'hectic']"
ngaengg  masi ke kampus buat kuliah,"['ngaengg', 'masi', 'kampus', 'kuliah']"
when you ngisi ipd dan dosen pengampunya adalah dosen favmu be like,"['when', 'you', 'ngisi', 'ipd', 'dosen', 'pengampunya', 'dosen', 'favmu', 'be', 'like']"
halo   ,['halo']
 when ur bestie works together with ur bf to surprise u,"['when', 'ur', 'bestie', 'works', 'together', 'with', 'ur', 'bf', 'to', 'surprise', 'u']"
halo   ,['halo']
punten nanya memang main dating apps itu kebanyakan  serius ,"['punten', 'nanya', 'main', 'dating', 'apps', 'kebanyakan', 'serius']"
good luck buat tementemen  mau melanjutkan studi di luar ditunggu kabar baiknya,"['good', 'luck', 'tementemen', 'melanjutkan', 'studi', 'ditunggu', 'kabar', 'baiknya']"
 spill toko onlineoffline  jualan basreng ,"['spill', 'toko', 'onlineoffline', 'jualan', 'basreng']"
 gakse dri kalian  pernah deket sama anak elektro  bener anak elektro a walking red flag semua orangnya,"['gakse', 'dri', 'deket', 'anak', 'elektro', 'bener', 'anak', 'elektro', 'a', 'walking', 'red', 'flag', 'orangnya']"
,[]
 matkul kkn di its tu wajib tah,"['matkul', 'kkn', 'its', 'tu', 'wajib', 'tah']"
ayo rekomin sender lagu,"['ayo', 'rekomin', 'sender', 'lagu']"
waduh sepertinya baru sadar katena nemu di datng pps kh,"['sadar', 'katena', 'nemu', 'datng', 'pps', 'kh']"
bantu up lagi,"['bantu', 'up']"
,[]
,[]
berita kehilangan telah hilang tas export polos berwarna coklat,"['berita', 'kehilangan', 'hilang', 'tas', 'export', 'polos', 'berwarna', 'coklat']"
harap menghubungi no dan akan diberikan imbalan  setimpal,"['harap', 'menghubungi', 'no', 'imbalan', 'setimpal']"
ehh emang beneran lbt di kampus kita itu banyak,"['ehh', 'emang', 'beneran', 'lbt', 'kampus']"
tempat jual kaos polos  bagus dan murah sekitar  di mana  ,"['jual', 'kaos', 'polos', 'bagus', 'murah']"
  pernah ngajuin proposal dana ke ikoma buat lomba gak boleh minta format proposal sama surat permohonan nya gak makasi,"['ngajuin', 'proposal', 'dana', 'ikoma', 'lomba', 'gak', 'format', 'proposal', 'surat', 'permohonan', 'nya', 'gak', 'makasi']"
ges info  kalo   nemu dompet ini ilang di daetah kantin pensteknik geofis,"['ges', 'info', 'kalo', 'nemu', 'dompet', 'ilang', 'daetah', 'kantin', 'pensteknik', 'geofis']"
  punya tiket kereta api  gubeng malang gak jadi kepake buat besok gak ,"['tiket', 'kereta', 'api', 'gubeng', 'malang', 'gak', 'kepake', 'besok', 'gak']"
 saran tempat mie aceh  enakk,"['saran', 'mie', 'aceh', 'enakk']"
 info kos  an  di sekitaran,"['info', 'kos', 'an', 'sekitaran']"
  open jastip makanan ,"['open', 'jastip', 'makanan']"
info ditemukan hp vivo di kamar mandi deket kantin fisika,"['info', 'ditemukan', 'hp', 'vivo', 'kamar', 'mandi', 'deket', 'kantin', 'fisika']"
kalian rela gak jadi its university,"['rela', 'gak', 'its', 'university']"
info laundry di gebangkeputih  kg k an  dan bersih wangi,"['info', 'laundry', 'gebangkeputih', 'kg', 'k', 'an', 'bersih', 'wangi']"
  punya kalkulator scientific  bisa dipinjem buat besok jam pagi  yaa,"['kalkulator', 'scientific', 'dipinjem', 'besok', 'jam', 'pagi', 'yaa']"
,[]
bm ayce,"['bm', 'ayce']"
  punya sepeda  kepake  selama liburan sender pengen sepedaan tapi gatau mau minjem kemana,"['sepeda', 'kepake', 'liburan', 'sender', 'pengen', 'sepedaan', 'gatau', 'minjem', 'kemana']"
  tau password wifi j,"['tau', 'password', 'wifi', 'j']"
yaallah kesel bgt,"['yaallah', 'kesel', 'bgt']"
kalau lagi kasmaran,['kasmaran']
 nggak temen kalian yng egk tahu diri,"['nggak', 'temen', 'yng', 'egk']"
 merasa kehilangan bisa rep ,"['kehilangan', 'rep']"
pulanggg deckkk,"['pulanggg', 'deckkk']"
kalau dari kbs mau balik ke its naik bis caranya gimana ,"['kbs', 'its', 'bis', 'gimana']"
kalo kata kalian ke kampus pake hijab sport ato rabbani sopan  ,"['kalo', 'kampus', 'pake', 'hijab', 'sport', 'ato', 'rabbani', 'sopan']"
info kalian pada pulang kapann nih,"['info', 'pulang', 'kapann', 'nih']"
cung tangan kalian  kedapetan pekan ke,"['cung', 'tangan', 'kedapetan', 'pekan']"
parkir manyar bnr parah bgt disediain parkir luas,"['parkir', 'manyar', 'bnr', 'parah', 'bgt', 'disediain', 'parkir', 'luas']"
zodiak  yng problematic selain gemini dan aries,"['zodiak', 'yng', 'problematic', 'gemini', 'aries']"
sender ketemu lagi sama motor mikuu,"['sender', 'ketemu', 'motor', 'mikuu']"
 urgent tolong jawab ,"['urgent', 'tolong']"
ngaceng  masi  sampe ke minggu,"['ngaceng', 'masi', 'sampe', 'minggu']"
  tau tempat jual mikroalga di  dan sekitarnya,"['tau', 'jual', 'mikroalga']"
hari ini bgt nih,"['bgt', 'nih']"
kalau mau ke kbs naik bus  gimana    tau,"['kbs', 'bus', 'gimana', 'tau']"
  buka jasa anjem dari bungur ke keputih,"['buka', 'jasa', 'anjem', 'bungur', 'keputih']"
   kuliah jurusan desain interiorarsitektur mending macbook atau laptop gaming   paling worth it buat kuliah nb sender  ngegame atau  saran lain budget an,"['kuliah', 'jurusan', 'desain', 'interiorarsitektur', 'mending', 'macbook', 'laptop', 'gaming', 'worth', 'it', 'kuliah', 'nb', 'sender', 'ngegame', 'saran', 'budget', 'an']"
info kosan   dalam daerah keputih  kosong buat juliawal agustus budget under,"['info', 'kosan', 'daerah', 'keputih', 'kosong', 'juliawal', 'agustus', 'budget', 'under']"
info  jual mouthwash ini deket sini dimana ,"['info', 'jual', 'mouthwash', 'deket', 'dimana']"
info  jualan balon bunga,"['info', 'jualan', 'balon', 'bunga']"
nangis pengen pulang yaallahh,"['nangis', 'pengen', 'pulang', 'yaallahh']"
info kos   bisa bulanan  gais tengkyu,"['info', 'kos', 'bulanan', 'gais', 'tengkyu']"
infokan laundry sehari jadi no extend extend plis soalnya udh mau balik,"['infokan', 'laundry', 'sehari', 'no', 'extend', 'extend', 'plis', 'udh']"
   lagi free dan mau anjem dari semolo ke its  makasih,"['free', 'anjem', 'semolo', 'its', 'makasih']"
haloo ,['haloo']
parkir di dteo itu dimananya guys  harus pakai ktm,"['parkir', 'dteo', 'dimananya', 'guys', 'pakai', 'ktm']"
happy sarapan allpada srapan  pagi ini,"['happy', 'sarapan', 'allpada', 'srapan', 'pagi']"
right person but at wrong time,"['right', 'person', 'but', 'at', 'wrong', 'time']"
 info kos  dapur kulkas budget k di perumdos atau keputih dongg,"['info', 'kos', 'dapur', 'kulkas', 'budget', 'k', 'perumdos', 'keputih', 'dongg']"
bioskop di  emang hari ini gada jadwal  emang blm sih aku liat di tix id,"['bioskop', 'emang', 'gada', 'jadwal', 'emang', 'blm', 'sih', 'liat', 'tix', 'id']"
selamat buat  baru diangkat jadi wargaa,"['selamat', 'diangkat', 'wargaa']"
info tempat fotokopi  buka jam dongg,"['info', 'fotokopi', 'buka', 'jam', 'dongg']"
panganan seng paling enak  mantan temen sendiri chuaks,"['panganan', 'seng', 'enak', 'mantan', 'temen', 'chuaks']"
sering lihat rep alumni  judgemental bgt di mf,"['lihat', 'rep', 'alumni', 'judgemental', 'bgt', 'mf']"
  pernah naik bus merah tau nggak rute jalan bus merah dari its ke unesa trs balik its gimana dan kira biaya berapa kalau tau boleh rep  makasiii,"['bus', 'merah', 'tau', 'nggak', 'rute', 'jalan', 'bus', 'merah', 'its', 'unesa', 'trs', 'its', 'gimana', 'biaya', 'tau', 'rep', 'makasiii']"
deketnya sama temen jurusan,"['deketnya', 'temen', 'jurusan']"
kasi semangat   buat   angkatan  mau sidang,"['kasi', 'semangat', 'angkatan', 'sidang']"
halo   mau minta saran untuk mata kuliah fisika komputasi sebaiknya pake laptop merk amp jenis   budget jt terimakasii pake gambar biar dinotisd,"['halo', 'saran', 'mata', 'kuliah', 'fisika', 'komputasi', 'pake', 'laptop', 'merk', 'amp', 'jenis', 'budget', 'jt', 'terimakasii', 'pake', 'gambar', 'biar', 'dinotisd']"
